MalGEN_ID	External_ID	Date_of_Collection	Location	Country	Study	Sex_call
VBS55386	EA18-0539	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55387	EA18-0540	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55389	EA18-0542	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55390	EA18-0543	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55391	EA18-0544	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55392	EA18-0545	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55393	EA18-0546	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55394	EA18-0547	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55395	EA18-0548	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55396	EA18-0549	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55397	EA18-0550	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55398	EA18-0551	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55399	EA18-0552	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55400	EA18-0553	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55401	EA18-0554	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55402	EA18-0555	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55403	EA18-0556	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55404	EA18-0557	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55405	EA18-0558	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55406	EA18-0559	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55407	EA18-0560	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55408	EA18-0561	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55409	EA18-0562	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55410	EA18-0563	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55411	EA18-0564	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55412	EA18-0565	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55413	EA18-0566	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55414	EA18-0567	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55415	EA18-0568	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55416	EA18-0569	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55417	EA18-0570	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55418	EA18-0571	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55419	EA18-0572	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55420	EA18-0573	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55421	EA18-0575	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
VBS55422	EA18-0576	2018-07-25T00:00:00Z	Muleba	Tanzania	1246:VO-TZ-KABULA-VMF00185	F
